YEAR,MONTH,DAY,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,22,US,ORD,CLT,0,-15,0,0,,,,,,
2015,1,22,US,ORD,PHL,-2,-11,0,0,,,,,,
2015,1,22,AA,ORD,PDX,0,-29,0,0,,,,,,
2015,1,22,UA,ORD,LGA,8,7,0,0,,,,,,
2015,1,22,OO,ORD,CMH,-1,-10,0,0,,,,,,
2015,1,22,UA,ORD,EWR,21,12,0,0,,,,,,
2015,1,22,OO,ORD,MEM,-5,27,0,0,,27,0,0,0,0
2015,1,22,AA,ORD,LGA,-6,-14,0,0,,,,,,
2015,1,22,EV,ORD,CAK,8,8,0,0,,,,,,
2015,1,22,UA,ORD,MCO,-2,-12,0,0,,,,,,
2015,1,22,EV,ORD,DTW,-5,-14,0,0,,,,,,
2015,1,22,AA,ORD,SFO,27,-8,0,0,,,,,,
2015,1,22,F9,ORD,MCO,-13,-11,0,0,,,,,,
2015,1,22,MQ,ORD,DTW,1,-13,0,0,,,,,,
2015,1,22,EV,ORD,DAY,37,24,0,0,,0,0,6,18,0
2015,1,22,EV,ORD,GRR,-1,2,0,0,,,,,,
2015,1,22,UA,ORD,PHL,-4,-25,0,0,,,,,,
2015,1,22,MQ,ORD,BMI,-4,1,0,0,,,,,,
2015,1,22,MQ,ORD,FWA,11,1,0,0,,,,,,
2015,1,22,MQ,ORD,CVG,14,11,0,0,,,,,,
2015,1,22,UA,ORD,BOS,20,15,0,0,,0,0,14,1,0
2015,1,22,EV,ORD,RIC,-5,-20,0,0,,,,,,
2015,1,22,UA,ORD,IAD,-4,-15,0,0,,,,,,
2015,1,22,VX,ORD,SFO,66,16,0,0,,0,0,0,16,0
2015,1,22,OO,ORD,ATL,2,-3,0,0,,,,,,
2015,1,22,EV,ORD,CVG,1,-11,0,0,,,,,,
2015,1,22,EV,ORD,TYS,-5,10,0,0,,,,,,
2015,1,22,MQ,ORD,DSM,-5,13,0,0,,,,,,
2015,1,22,EV,ORD,CLT,9,5,0,0,,,,,,
2015,1,22,OO,ORD,BNA,0,4,0,0,,,,,,
2015,1,22,AA,ORD,DFW,-1,27,0,0,,27,0,0,0,0
2015,1,22,OO,ORD,DSM,29,29,0,0,,0,0,29,0,0
2015,1,22,AA,ORD,MIA,-7,-2,0,0,,,,,,
2015,1,22,MQ,ORD,LSE,-4,18,0,0,,18,0,0,0,0
2015,1,22,OO,ORD,ICT,-4,11,0,0,,,,,,
2015,1,22,OO,ORD,SLC,-7,-15,0,0,,,,,,
2015,1,22,UA,ORD,CLE,-1,-4,0,0,,,,,,
2015,1,22,UA,ORD,DEN,4,-10,0,0,,,,,,
2015,1,22,AA,ORD,LGA,-3,-4,0,0,,,,,,
2015,1,22,AA,ORD,SJC,0,-39,0,0,,,,,,
2015,1,22,DL,ORD,DTW,6,-2,0,0,,,,,,
2015,1,22,EV,ORD,LIT,-3,0,0,0,,,,,,
2015,1,22,AA,ORD,MSP,0,0,0,0,,,,,,
2015,1,22,EV,ORD,SDF,-2,-16,0,0,,,,,,
2015,1,22,DL,ORD,ATL,-4,-10,0,0,,,,,,
2015,1,22,MQ,ORD,IND,-1,-5,0,0,,,,,,
2015,1,22,MQ,ORD,TOL,-4,-2,0,0,,,,,,
2015,1,22,OO,ORD,SPI,-6,-17,0,0,,,,,,
2015,1,22,OO,ORD,MKE,10,3,0,0,,,,,,
2015,1,22,EV,ORD,ATW,-3,-12,0,0,,,,,,
2015,1,22,OO,ORD,PIA,25,20,0,0,,0,0,6,14,0
2015,1,22,EV,ORD,MSN,1,-9,0,0,,,,,,
2015,1,22,MQ,ORD,CMI,-4,-2,0,0,,,,,,
2015,1,22,MQ,ORD,GRB,-3,-7,0,0,,,,,,
2015,1,22,OO,ORD,DCA,-2,-7,0,0,,,,,,
2015,1,22,UA,ORD,LAS,-5,-44,0,0,,,,,,
2015,1,22,UA,ORD,SFO,-1,-54,0,0,,,,,,
2015,1,22,UA,ORD,LAX,86,47,0,0,,0,0,34,13,0
2015,1,22,UA,ORD,LGA,-2,-14,0,0,,,,,,
2015,1,22,US,ORD,PHX,0,-39,0,0,,,,,,
2015,1,22,AA,ORD,LGA,-2,19,0,0,,19,0,0,0,0
2015,1,22,EV,ORD,LNK,2,-5,0,0,,,,,,
2015,1,22,OO,ORD,MKG,-8,-19,0,0,,,,,,
2015,1,22,UA,ORD,PDX,1,-27,0,0,,,,,,
2015,1,22,OO,ORD,MKE,24,54,0,0,,30,0,0,24,0
2015,1,22,MQ,ORD,BUF,15,5,0,0,,,,,,
2015,1,22,MQ,ORD,SGF,35,35,0,0,,0,0,0,33,2
2015,1,22,UA,ORD,MSY,-10,-6,0,0,,,,,,
2015,1,22,UA,ORD,SAN,7,-34,0,0,,,,,,
2015,1,22,MQ,ORD,EVV,8,4,0,0,,,,,,
2015,1,22,MQ,ORD,CLE,15,14,0,0,,,,,,
2015,1,22,UA,ORD,OMA,-4,-13,0,0,,,,,,
2015,1,22,UA,ORD,DEN,2,-18,0,0,,,,,,
2015,1,22,UA,ORD,PHX,9,-26,0,0,,,,,,
2015,1,22,DL,ORD,MSP,-2,13,0,0,,,,,,
2015,1,22,EV,ORD,XNA,-8,-6,0,0,,,,,,
2015,1,22,OO,ORD,MBS,2,8,0,0,,,,,,
2015,1,22,AA,ORD,SAN,0,-51,0,0,,,,,,
2015,1,22,AA,ORD,SNA,-3,-39,0,0,,,,,,
2015,1,22,AA,ORD,FLL,-5,-16,0,0,,,,,,
2015,1,22,AA,ORD,DCA,-7,-17,0,0,,,,,,
2015,1,22,B6,ORD,BOS,-8,-17,0,0,,,,,,
2015,1,22,EV,ORD,CLE,12,8,0,0,,,,,,
2015,1,22,OO,ORD,DFW,20,38,0,0,,18,0,0,20,0
2015,1,22,UA,ORD,SNA,2,-25,0,0,,,,,,
2015,1,22,NK,ORD,RSW,6,-8,0,0,,,,,,
2015,1,22,EV,ORD,FSD,-2,-15,0,0,,,,,,
2015,1,22,MQ,ORD,CMH,38,33,0,0,,0,0,16,17,0
2015,1,22,MQ,ORD,DAY,43,46,0,0,,3,0,14,29,0
2015,1,22,MQ,ORD,MEM,6,7,0,0,,,,,,
2015,1,22,AS,ORD,PDX,-6,-41,0,0,,,,,,
2015,1,22,NK,ORD,FLL,6,-2,0,0,,,,,,
2015,1,22,VX,ORD,LAX,8,-24,0,0,,,,,,
2015,1,22,EV,ORD,DSM,-9,1,0,0,,,,,,
2015,1,22,UA,ORD,IAH,30,31,0,0,,1,0,7,23,0
2015,1,22,AA,ORD,DFW,2,6,0,0,,,,,,
2015,1,22,UA,ORD,AUS,-5,-1,0,0,,,,,,
2015,1,22,OO,ORD,SLC,13,-10,0,0,,,,,,
2015,1,22,AA,ORD,LAX,3,-35,0,0,,,,,,
2015,1,22,OO,ORD,BOI,80,58,0,0,,0,0,0,58,0
2015,1,22,UA,ORD,SEA,0,-30,0,0,,,,,,
2015,1,22,AA,ORD,LGA,-4,17,0,0,,17,0,0,0,0
2015,1,22,EV,ORD,GRB,0,-3,0,0,,,,,,
2015,1,22,MQ,ORD,DSM,-5,-12,0,0,,,,,,
2015,1,22,OO,ORD,FWA,21,18,0,0,,0,0,0,18,0
2015,1,22,OO,ORD,ASE,90,61,0,0,,0,0,0,61,0
2015,1,22,MQ,ORD,MSP,3,6,0,0,,,,,,
2015,1,22,EV,ORD,MOB,-4,-5,0,0,,,,,,
2015,1,22,NK,ORD,LGA,13,29,0,0,,29,0,0,0,0
2015,1,22,AA,ORD,CLT,-1,-25,0,0,,,,,,
2015,1,22,AA,ORD,TUL,-4,0,0,0,,,,,,
2015,1,22,EV,ORD,CVG,-3,-13,0,0,,,,,,
2015,1,22,DL,ORD,ATL,11,20,0,0,,9,0,10,1,0
2015,1,22,EV,ORD,MSN,-1,17,0,0,,17,0,0,0,0
2015,1,22,MQ,ORD,MQT,-5,-11,0,0,,,,,,
2015,1,22,OO,ORD,COS,-6,-29,0,0,,,,,,
2015,1,22,OO,ORD,CID,-6,-7,0,0,,,,,,
2015,1,22,UA,ORD,LGA,7,-2,0,0,,,,,,
2015,1,22,UA,ORD,DCA,-2,-22,0,0,,,,,,
2015,1,22,EV,ORD,CLT,-1,-10,0,0,,,,,,
2015,1,22,UA,ORD,SFO,95,53,0,0,,0,0,9,44,0
2015,1,22,EV,ORD,HPN,-6,-12,0,0,,,,,,
2015,1,22,AA,ORD,TPA,16,17,0,0,,1,0,2,14,0
2015,1,22,MQ,ORD,MSN,4,2,0,0,,,,,,
2015,1,22,OO,ORD,BNA,-3,-6,0,0,,,,,,
2015,1,22,OO,ORD,MKE,-3,-14,0,0,,,,,,
2015,1,22,UA,ORD,EWR,4,-1,0,0,,,,,,
2015,1,22,EV,ORD,CRW,-5,-9,0,0,,,,,,
2015,1,22,UA,ORD,BOS,25,13,0,0,,,,,,
2015,1,22,UA,ORD,MCO,-2,-12,0,0,,,,,,
2015,1,22,UA,ORD,CLE,3,-2,0,0,,,,,,
2015,1,22,UA,ORD,ALB,5,1,0,0,,,,,,
2015,1,22,UA,ORD,IAD,14,-2,0,0,,,,,,
2015,1,22,AA,ORD,SFO,0,-32,0,0,,,,,,
2015,1,22,UA,ORD,TPA,35,29,0,0,,0,0,21,8,0
2015,1,22,UA,ORD,RIC,0,2,0,0,,,,,,
2015,1,22,EV,ORD,TYS,-3,5,0,0,,,,,,
2015,1,22,MQ,ORD,DTW,13,6,0,0,,,,,,
2015,1,22,UA,ORD,PHL,0,-16,0,0,,,,,,
2015,1,22,UA,ORD,BWI,111,95,0,0,,0,0,38,57,0
2015,1,22,UA,ORD,LAX,18,-6,0,0,,,,,,
2015,1,22,US,ORD,CLT,1,-16,0,0,,,,,,
2015,1,22,MQ,ORD,XNA,-2,-11,0,0,,,,,,
2015,1,22,UA,ORD,CMH,81,70,0,0,,0,0,14,56,0
2015,1,22,OO,ORD,AVL,-2,6,0,0,,,,,,
2015,1,22,EV,ORD,LEX,10,4,0,0,,,,,,
2015,1,22,EV,ORD,SCE,0,-7,0,0,,,,,,
2015,1,22,EV,ORD,DAY,1,-1,0,0,,,,,,
2015,1,22,AA,ORD,STL,2,-2,0,0,,,,,,
2015,1,22,UA,ORD,BDL,33,18,0,0,,0,0,3,15,0
2015,1,22,AA,ORD,BOS,4,-4,0,0,,,,,,
2015,1,22,UA,ORD,MDT,-4,8,0,0,,,,,,
2015,1,22,OO,ORD,SLC,2,-17,0,0,,,,,,
2015,1,22,UA,ORD,DTW,-5,-9,0,0,,,,,,
2015,1,22,B6,ORD,JFK,-10,-20,0,0,,,,,,
2015,1,22,MQ,ORD,CVG,-2,-5,0,0,,,,,,
2015,1,22,MQ,ORD,CMH,-3,6,0,0,,,,,,
2015,1,22,UA,ORD,ROC,4,-2,0,0,,,,,,
2015,1,22,AA,ORD,LAS,39,4,0,0,,,,,,
2015,1,22,AA,ORD,LGA,-5,-14,0,0,,,,,,
2015,1,22,AA,ORD,RSW,-2,-5,0,0,,,,,,
2015,1,22,AA,ORD,DFW,31,36,0,0,,5,0,31,0,0
2015,1,22,NK,ORD,DFW,-6,22,0,0,,22,0,0,0,0
2015,1,22,UA,ORD,IAH,1,4,0,0,,,,,,
2015,1,22,F9,ORD,DEN,-3,-20,0,0,,,,,,
2015,1,22,MQ,ORD,HPN,10,16,0,0,,6,0,0,10,0
2015,1,22,US,ORD,PHL,18,7,0,0,,,,,,
2015,1,22,AA,ORD,RNO,-4,-40,0,0,,,,,,
2015,1,22,AA,ORD,MIA,8,15,0,0,,7,0,4,4,0
2015,1,22,UA,ORD,PIT,-2,-12,0,0,,,,,,
2015,1,22,EV,ORD,BHM,-5,-3,0,0,,,,,,
2015,1,22,EV,ORD,TVC,20,18,0,0,,0,0,2,16,0
2015,1,22,MQ,ORD,SGF,-5,0,0,0,,,,,,
2015,1,22,UA,ORD,LGA,-7,-22,0,0,,,,,,
2015,1,22,AA,ORD,PBI,-5,5,0,0,,,,,,
2015,1,22,MQ,ORD,BNA,31,24,0,0,,0,0,0,22,2
2015,1,22,MQ,ORD,CMI,-5,-14,0,0,,,,,,
2015,1,22,UA,ORD,SFO,0,-52,0,0,,,,,,
2015,1,22,EV,ORD,CAE,-3,-4,0,0,,,,,,
2015,1,22,MQ,ORD,LEX,-2,-5,0,0,,,,,,
2015,1,22,OO,ORD,GRR,-5,11,0,0,,,,,,
2015,1,22,UA,ORD,EWR,5,-13,0,0,,,,,,
2015,1,22,AA,ORD,LAX,-4,-54,0,0,,,,,,
2015,1,22,DL,ORD,ATL,-12,-26,0,0,,,,,,
2015,1,22,MQ,ORD,BMI,-5,-13,0,0,,,,,,
2015,1,22,UA,ORD,MIA,51,40,0,0,,0,0,11,29,0
2015,1,22,UA,ORD,CLE,1,0,0,0,,,,,,
2015,1,22,UA,ORD,DEN,5,-19,0,0,,,,,,
2015,1,22,MQ,ORD,SUX,19,-2,0,0,,,,,,
2015,1,22,EV,ORD,PVD,-4,-3,0,0,,,,,,
2015,1,22,EV,ORD,FNT,-5,-15,0,0,,,,,,
2015,1,22,MQ,ORD,CWA,-6,-2,0,0,,,,,,
2015,1,22,OO,ORD,ICT,16,1,0,0,,,,,,
2015,1,22,EV,ORD,ERI,3,-1,0,0,,,,,,
2015,1,22,AS,ORD,SEA,15,-16,0,0,,,,,,
2015,1,22,EV,ORD,CAK,1,-4,0,0,,,,,,
2015,1,22,UA,ORD,MSP,3,-7,0,0,,,,,,
2015,1,22,AA,ORD,JFK,46,26,0,0,,0,0,26,0,0
2015,1,22,MQ,ORD,XNA,-1,-6,0,0,,,,,,
2015,1,22,MQ,ORD,MHK,-5,-17,0,0,,,,,,
2015,1,22,OO,ORD,SBN,-4,-9,0,0,,,,,,
2015,1,22,AA,ORD,TUS,-3,-39,0,0,,,,,,
2015,1,22,MQ,ORD,CMH,16,41,0,0,,25,0,0,16,0
2015,1,22,OO,ORD,MKE,55,58,0,0,,3,0,0,55,0
2015,1,22,EV,ORD,SAV,-2,-12,0,0,,,,,,
2015,1,22,MQ,ORD,LSE,-3,-10,0,0,,,,,,
2015,1,22,NK,ORD,MSP,-3,-5,0,0,,,,,,
2015,1,22,AA,ORD,MCO,4,-5,0,0,,,,,,
2015,1,22,AA,ORD,LGA,-4,-19,0,0,,,,,,
2015,1,22,MQ,ORD,MLI,40,32,0,0,,0,0,0,25,7
2015,1,22,MQ,ORD,TVC,0,-15,0,0,,,,,,
2015,1,22,MQ,ORD,COU,0,-15,0,0,,,,,,
2015,1,22,EV,ORD,ROA,1,-12,0,0,,,,,,
2015,1,22,UA,ORD,SNA,-5,-54,0,0,,,,,,
2015,1,22,AA,ORD,BOS,-2,4,0,0,,,,,,
2015,1,22,AA,ORD,PHX,-2,-39,0,0,,,,,,
2015,1,22,EV,ORD,TUL,41,42,0,0,,1,0,41,0,0
2015,1,22,EV,ORD,SGF,146,143,0,0,,0,0,143,0,0
2015,1,22,EV,ORD,LNK,-7,-26,0,0,,,,,,
2015,1,22,MQ,ORD,BNA,11,8,0,0,,,,,,
2015,1,22,MQ,ORD,RST,1,-8,0,0,,,,,,
2015,1,22,EV,ORD,JAN,-5,-14,0,0,,,,,,
2015,1,22,OO,ORD,FAR,-7,-28,0,0,,,,,,
2015,1,22,OO,ORD,FSD,-3,-12,0,0,,,,,,
2015,1,22,OO,ORD,DFW,7,20,0,0,,13,0,0,7,0
2015,1,22,EV,ORD,CWA,30,33,0,0,,3,0,0,30,0
2015,1,22,EV,ORD,CID,-4,-21,0,0,,,,,,
2015,1,22,AA,ORD,DCA,-3,-14,0,0,,,,,,
2015,1,22,MQ,ORD,ALO,9,2,0,0,,,,,,
2015,1,22,OO,ORD,CHO,42,50,0,0,,8,0,22,20,0
2015,1,22,OO,ORD,SLC,22,-10,0,0,,,,,,
2015,1,22,EV,ORD,ICT,6,6,0,0,,,,,,
2015,1,22,MQ,ORD,EVV,0,16,0,0,,16,0,0,0,0
2015,1,22,UA,ORD,DEN,17,-14,0,0,,,,,,
2015,1,22,UA,ORD,IAH,-4,-5,0,0,,,,,,
2015,1,22,EV,ORD,PIA,147,135,0,0,,135,0,0,0,0
2015,1,22,UA,ORD,LAX,6,-48,0,0,,,,,,
2015,1,22,UA,ORD,DSM,8,-7,0,0,,,,,,
2015,1,22,AA,ORD,STL,-7,-19,0,0,,,,,,
2015,1,22,EV,ORD,ATW,4,-1,0,0,,,,,,
2015,1,22,MQ,ORD,HSV,4,1,0,0,,,,,,
2015,1,22,NK,ORD,IAH,-6,2,0,0,,,,,,
2015,1,22,OO,ORD,COS,0,-29,0,0,,,,,,
2015,1,22,OO,ORD,SAT,-2,10,0,0,,,,,,
2015,1,22,UA,ORD,MSP,1,-13,0,0,,,,,,
2015,1,22,UA,ORD,SFO,22,-11,0,0,,,,,,
2015,1,22,OO,ORD,MLI,-4,8,0,0,,,,,,
2015,1,22,AA,ORD,LAX,-3,-38,0,0,,,,,,
2015,1,22,AA,ORD,DFW,-5,-4,0,0,,,,,,
2015,1,22,MQ,ORD,FAR,17,6,0,0,,,,,,
2015,1,22,OO,ORD,STC,0,-10,0,0,,,,,,
2015,1,22,UA,ORD,LGA,0,-18,0,0,,,,,,
2015,1,22,EV,ORD,MCI,-9,-20,0,0,,,,,,
2015,1,22,MQ,ORD,CMH,8,11,0,0,,,,,,
2015,1,22,MQ,ORD,CMI,26,26,0,0,,0,0,26,0,0
2015,1,22,MQ,ORD,AZO,-5,-11,0,0,,,,,,
2015,1,22,MQ,ORD,XNA,49,52,0,0,,3,0,0,47,2
2015,1,22,MQ,ORD,TYS,32,30,0,0,,0,0,0,28,2
2015,1,22,MQ,ORD,MSN,-6,-7,0,0,,,,,,
2015,1,22,AA,ORD,SEA,-7,-32,0,0,,,,,,
2015,1,22,AA,ORD,MSP,-4,-16,0,0,,,,,,
2015,1,22,AA,ORD,AUS,-1,11,0,0,,,,,,
2015,1,22,MQ,ORD,GRB,-3,-8,0,0,,,,,,
2015,1,22,MQ,ORD,RIC,-5,-28,0,0,,,,,,
2015,1,22,OO,ORD,PAH,-7,-21,0,0,,,,,,
2015,1,22,US,ORD,CLT,-8,-27,0,0,,,,,,
2015,1,22,EV,ORD,MEM,-3,11,0,0,,,,,,
2015,1,22,EV,ORD,ELM,38,27,0,0,,0,0,0,27,0
2015,1,22,OO,ORD,MKE,-1,2,0,0,,,,,,
2015,1,22,OO,ORD,ORF,7,-6,0,0,,,,,,
2015,1,22,NK,ORD,BWI,19,25,0,0,,6,0,19,0,0
2015,1,22,EV,ORD,GRB,-5,-15,0,0,,,,,,
2015,1,22,EV,ORD,LAN,19,11,0,0,,,,,,
2015,1,22,MQ,ORD,PIA,-6,-9,0,0,,,,,,
2015,1,22,MQ,ORD,CVG,-4,-9,0,0,,,,,,
2015,1,22,EV,ORD,CLT,-5,-8,0,0,,,,,,
2015,1,22,OO,ORD,SPI,-5,-20,0,0,,,,,,
2015,1,22,UA,ORD,CLE,20,15,0,0,,0,0,15,0,0
2015,1,22,AA,ORD,RDU,21,13,0,0,,,,,,
2015,1,22,MQ,ORD,GRR,-2,6,0,0,,,,,,
2015,1,22,OO,ORD,DLH,-5,-18,0,0,,,,,,
2015,1,22,AA,ORD,DEN,-5,-28,0,0,,,,,,
2015,1,22,NK,ORD,PHX,0,-33,0,0,,,,,,
2015,1,22,OO,ORD,EAU,-7,-13,0,0,,,,,,
2015,1,22,UA,ORD,BOS,-1,-13,0,0,,,,,,
2015,1,22,OO,ORD,CMX,-5,-22,0,0,,,,,,
2015,1,22,AA,ORD,SAN,5,-39,0,0,,,,,,
2015,1,22,AA,ORD,LAS,-4,-45,0,0,,,,,,
2015,1,22,MQ,ORD,CMI,21,22,0,0,,1,0,0,0,21
2015,1,22,MQ,ORD,FNT,0,-1,0,0,,,,,,
2015,1,22,MQ,ORD,CID,27,21,0,0,,0,0,0,0,21
2015,1,22,MQ,ORD,CMH,0,-10,0,0,,,,,,
2015,1,22,F9,ORD,LAS,-18,-29,0,0,,,,,,
2015,1,22,MQ,ORD,FWA,6,5,0,0,,,,,,
2015,1,22,NK,ORD,DEN,10,-14,0,0,,,,,,
2015,1,22,MQ,ORD,SYR,-1,-6,0,0,,,,,,
2015,1,22,MQ,ORD,OKC,4,-13,0,0,,,,,,
2015,1,22,MQ,ORD,DBQ,-11,-16,0,0,,,,,,
2015,1,22,MQ,ORD,TOL,2,-8,0,0,,,,,,
2015,1,22,MQ,ORD,LIT,32,37,0,0,,5,0,32,0,0
2015,1,22,MQ,ORD,MEM,-3,1,0,0,,,,,,
2015,1,22,AA,ORD,DCA,-10,-6,0,0,,,,,,
2015,1,22,MQ,ORD,DTW,0,16,0,0,,16,0,0,0,0
2015,1,22,MQ,ORD,DSM,57,44,0,0,,0,0,44,0,0
2015,1,22,AA,ORD,DFW,-6,-2,0,0,,,,,,
2015,1,22,MQ,ORD,DAY,-3,-6,0,0,,,,,,
2015,1,22,MQ,ORD,MSP,-2,-12,0,0,,,,,,
2015,1,23,US,ORD,PHX,-7,-40,0,0,,,,,,
2015,1,23,AA,ORD,MIA,-4,-5,0,0,,,,,,
2015,1,23,UA,ORD,IAH,-2,12,0,0,,,,,,
2015,1,23,NK,ORD,FLL,-6,-17,0,0,,,,,,
2015,1,23,AA,ORD,FLL,-7,7,0,0,,,,,,
2015,1,23,AA,ORD,DFW,-9,-5,0,0,,,,,,
2015,1,23,US,ORD,CLT,-2,1,0,0,,,,,,
2015,1,23,NK,ORD,LGA,18,20,0,0,,2,0,18,0,0
2015,1,23,US,ORD,PHL,-11,-12,0,0,,,,,,
2015,1,23,AA,ORD,MIA,-5,-11,0,0,,,,,,
2015,1,23,B6,ORD,BOS,-8,-12,0,0,,,,,,
2015,1,23,DL,ORD,ATL,2,-14,0,0,,,,,,
2015,1,23,F9,ORD,MIA,-8,3,0,0,,,,,,
2015,1,23,UA,ORD,MCO,-8,-19,0,0,,,,,,
2015,1,23,UA,ORD,DCA,-3,-13,0,0,,,,,,
2015,1,23,UA,ORD,LGA,-7,-11,0,0,,,,,,
2015,1,23,UA,ORD,EWR,2,-5,0,0,,,,,,
2015,1,23,AA,ORD,LGA,-6,3,0,0,,,,,,
2015,1,23,OO,ORD,MBS,-11,-4,0,0,,,,,,
2015,1,23,AA,ORD,DCA,-7,-12,0,0,,,,,,
2015,1,23,OO,ORD,BOS,-2,-7,0,0,,,,,,
2015,1,23,OO,ORD,FWA,-7,-17,0,0,,,,,,
2015,1,23,AA,ORD,DFW,-6,-19,0,0,,,,,,
2015,1,23,OO,ORD,MSP,-8,-20,0,0,,,,,,
2015,1,23,AA,ORD,LGA,-7,-14,0,0,,,,,,
2015,1,23,MQ,ORD,DSM,-7,-10,0,0,,,,,,
2015,1,23,UA,ORD,DFW,-6,-19,0,0,,,,,,
2015,1,23,EV,ORD,BHM,0,2,0,0,,,,,,
2015,1,23,MQ,ORD,HPN,-4,-17,0,0,,,,,,
2015,1,23,MQ,ORD,IND,-1,-4,0,0,,,,,,
2015,1,23,NK,ORD,RSW,-4,-3,0,0,,,,,,
2015,1,23,OO,ORD,MSP,-4,-18,0,0,,,,,,
2015,1,23,UA,ORD,EWR,-11,-21,0,0,,,,,,
2015,1,23,US,ORD,PHX,-3,-61,0,0,,,,,,
2015,1,23,DL,ORD,ATL,-1,1,0,0,,,,,,
2015,1,23,DL,ORD,DTW,-6,-15,0,0,,,,,,
2015,1,23,F9,ORD,PHX,-12,-41,0,0,,,,,,
2015,1,23,OO,ORD,DCA,-2,-3,0,0,,,,,,
2015,1,23,UA,ORD,LGA,,,0,1,A,,,,,
2015,1,23,UA,ORD,SFO,-2,-35,0,0,,,,,,
2015,1,23,AA,ORD,FLL,-8,-11,0,0,,,,,,
2015,1,23,EV,ORD,STL,-6,-14,0,0,,,,,,
2015,1,23,MQ,ORD,CID,-11,-10,0,0,,,,,,
2015,1,23,EV,ORD,GRR,-10,-19,0,0,,,,,,
2015,1,23,MQ,ORD,CMH,-6,-7,0,0,,,,,,
2015,1,23,MQ,ORD,SDF,-5,-13,0,0,,,,,,
2015,1,23,EV,ORD,BUF,-8,-17,0,0,,,,,,
2015,1,23,UA,ORD,LAX,-5,-17,0,0,,,,,,
2015,1,23,OO,ORD,MKE,-4,-13,0,0,,,,,,
2015,1,23,AA,ORD,TPA,-4,8,0,0,,,,,,
2015,1,23,AA,ORD,MCO,-3,-6,0,0,,,,,,
2015,1,23,US,ORD,CLT,-7,-15,0,0,,,,,,
2015,1,23,AA,ORD,MIA,5,-2,0,0,,,,,,
2015,1,23,NK,ORD,LAX,-7,-40,0,0,,,,,,
2015,1,23,EV,ORD,BNA,-6,-9,0,0,,,,,,
2015,1,23,US,ORD,PHL,0,-10,0,0,,,,,,
2015,1,23,AA,ORD,LGA,-5,-13,0,0,,,,,,
2015,1,23,AA,ORD,DFW,-12,6,0,0,,,,,,
2015,1,23,AA,ORD,RSW,-1,7,0,0,,,,,,
2015,1,23,F9,ORD,ATL,5,17,0,0,,12,0,5,0,0
2015,1,23,MQ,ORD,CLE,-4,-9,0,0,,,,,,
2015,1,23,AA,ORD,AUS,-7,-7,0,0,,,,,,
2015,1,23,MQ,ORD,MSN,-4,4,0,0,,,,,,
2015,1,23,MQ,ORD,CVG,-8,-18,0,0,,,,,,
2015,1,23,UA,ORD,BDL,-5,-17,0,0,,,,,,
2015,1,23,OO,ORD,DSM,-7,-20,0,0,,,,,,
2015,1,23,OO,ORD,OMA,-3,-19,0,0,,,,,,
2015,1,23,MQ,ORD,GRR,-1,-2,0,0,,,,,,
2015,1,23,UA,ORD,IAH,-10,13,0,0,,,,,,
2015,1,23,MQ,ORD,BUF,-3,-8,0,0,,,,,,
2015,1,23,MQ,ORD,RIC,-5,-21,0,0,,,,,,
2015,1,23,EV,ORD,LEX,-10,-17,0,0,,,,,,
2015,1,23,EV,ORD,CAK,16,14,0,0,,,,,,
2015,1,23,EV,ORD,DTW,-7,-18,0,0,,,,,,
2015,1,23,OO,ORD,SLC,2,-15,0,0,,,,,,
2015,1,23,UA,ORD,EWR,-3,-19,0,0,,,,,,
2015,1,23,EV,ORD,HPN,-8,-22,0,0,,,,,,
2015,1,23,MQ,ORD,DAY,-4,-7,0,0,,,,,,
2015,1,23,MQ,ORD,XNA,-3,0,0,0,,,,,,
2015,1,23,AA,ORD,LAX,-1,-38,0,0,,,,,,
2015,1,23,AA,ORD,BOS,-5,-11,0,0,,,,,,
2015,1,23,AA,ORD,MIA,14,10,0,0,,,,,,
2015,1,23,DL,ORD,ATL,-5,-14,0,0,,,,,,
2015,1,23,MQ,ORD,SYR,-4,-9,0,0,,,,,,
2015,1,23,MQ,ORD,DTW,-5,-10,0,0,,,,,,
2015,1,23,UA,ORD,LGA,-1,7,0,0,,,,,,
2015,1,23,OO,ORD,SDF,0,2,0,0,,,,,,
2015,1,23,UA,ORD,PHL,-2,-11,0,0,,,,,,
2015,1,23,EV,ORD,FAR,-4,-1,0,0,,,,,,
2015,1,23,EV,ORD,TUL,-10,-17,0,0,,,,,,
2015,1,23,MQ,ORD,IND,1,-1,0,0,,,,,,
2015,1,23,MQ,ORD,RST,-4,-6,0,0,,,,,,
2015,1,23,NK,ORD,MSY,16,37,0,0,,21,0,16,0,0
2015,1,23,UA,ORD,MSY,-6,-3,0,0,,,,,,
2015,1,23,UA,ORD,SAN,-5,-47,0,0,,,,,,
2015,1,23,UA,ORD,SEA,-3,-22,0,0,,,,,,
2015,1,23,UA,ORD,PHX,-4,-27,0,0,,,,,,
2015,1,23,AA,ORD,PHX,-6,-25,0,0,,,,,,
